English,Afrikaans,Albanian,Amharic,Arabic,Armenian,Assamese,Aymara,Azerbaijani,Bambara,Basque,Belarusian,Bengali,Bhojpuri,Bosnian,Bulgarian,Catalan,Cebuano,Chinese (Simplified),Chinese (Traditional),Corsican,Croatian,Czech,Danish,Dhivehi,Dogri,Esperanto,Estonian,Ewe,Filipino (Tagalog),Finnish,French,Frisian,Galician,Georgian,Greek,Guarani,Gujarati,Haitian Creole,Hausa,Hawaiian,Hebrew,Hmong,Hungarian,Icelandic,Igbo,Ilocano,Irish,Javanese,Kannada,Kazakh,Khmer,Kinyarwanda,Konkani,Korean,Krio,Kurdish,Kurdish (Sorani),Kyrgyz,Lao,Latin,Latvian,Lingala,Lithuanian,Luganda,Luxembourgish,Macedonian,Maithili,Malagasy,Malay,Malayalam,Maltese,Maori,Marathi,Meiteilon (Manipuri),Mizo,Mongolian,Myanmar (Burmese),Nepali,Norwegian,Nyanja (Chichewa),Odia (Oriya),Oromo,Pashto,Persian,Portuguese,Punjabi,Quechua,Romanian,Russian,Samoan,Sanskrit,Scots Gaelic,Sepedi,Serbian,Sesotho,Shona,Sindhi,Sinhala (Sinhalese),Slovak,Slovenian,Somali,Sundanese,Swahili,Swedish,Tagalog (Filipino),Tajik,Tamil,Tatar,Telugu,Tigrinya,Tsonga,Turkish,Turkmen,Twi (Akan),Ukrainian,Urdu,Uyghur,Uzbek,Vietnamese,Welsh,Xhosa,Yiddish,Yoruba,Zulu
sixty-six,ses en sestig,gjashtedhjete e gjashte,slsa sdst,sth wstwn,vat'sownvets',chy'ssthi,suxta tunka suxtani,altmis alti,bi wooro ni wooro,hirurogeita sei,shests'dzesyat shests',chestti,chiyasth ke ba,sezdeset sest,shestdeset i shest,seixanta-sis,kan-uman ug unom,LiuShiLiu,LiuShiLiu,sessantasei,sezdeset sest,sedesat sest,seksogtres,ashdiha ha eve,chiyasth,sesdek ses,kuuskummend kuus,blaade vo ade,animnapu't anim,kuusikymmentakuusi,soixante-six,seisentich,sesenta e seis,samotsdaekvsi,exinta exi,sesenta y seis,chyasth,swasant-sis,sittin da shida,kanaonokumaono,sysym vss,rau caum-rau,hatvanhat,sextiu og sex,iri isii na isii,innem a pulo ket innem,seasca se,sewidak enem,arvttaru,alpys alty,hoksebbraammuoy.,mirongo itandatu na gatandatu,chiyasth,66,siksti siks,sest u ses,shest w shesh kes,altymysh alty,hoksibhok,sexaginta sex,sesdesmit sesi,ntuku motoba na motoba,sesiasdesimt sesi,nkaaga mu mukaaga,sechsechzeg,sheeset i shest,chiyasthi,Amby enimpolo Six,enam puluh enam,arupttiyar,sitta u sittin,ono tekau ma ono,chppst,66 sukhre.,sawmruk leh paruk a ni,zharan zurgaa,khreakchykhreak,chiyasth,sekstiseks,makumi asanu ndi limodzi mphambu zisanu ndi chimodzi,sathie,jaatamaa fi ja'a,shpyth,shst w shsh,sessenta e seis,s'th-chiah,soqta chunka suqtayuq,saizeci si sase,shest'desyat shest',onogafulu ma le ono,stsstih,seasgad 's a sia,masometshela-tshela,shezdeset shest,mashome a tsheletseng a metso e tsheletseng,makumi matanhatu nematanhatu,chhyn,haethy,sestdesiatsest,sestinsestdeset,lixdan iyo lix,genep puluh genep,sitini na sita,sextiosex,animnapu't anim,shastu shash,aruptti aru,altmysh alty,arvai aru,ssan shdushten,makume-nhungu-nhungu,altmis alti,altmys alty,aduosia nsia,shistdesyat shist',chhysth,i'tmash i'lte,oltmish olti,sau muoi sau,chwe deg chwech,amashumi amathandathu anesithandathu,z'ks 'vn z'khtsyk,ogota-mefa,amashumi ayisithupha nesithupha
sixty-seven,sewe en sestig,gjashtedhjete e shtate,slsa sebat,sb`h wstwn,vat'sownyot',satssthi,suxta tunka paqallquni,altmis yeddi,bi wooro ni wolonwula,hirurogeita zazpi,shests'dzesyat sem,satstti,sttasth go ke ba,sezdeset sedam,shestdeset i sedem,seixanta-set,kan-uman ug pito,LiuShiQi,LiuShiQi,sessantasette,sezdeset i sedam,sedesat sedm,syvogtres,ashdiha hath meehunneve,sttasth,sesdek sep,kuuskummend seitse,blaade vo adre,animnapu't pito,kuusikymmentaseitseman,soixante-sept,sanensechstich,sesenta e sete,samotsdashvidi,exinta epta,sesenta y siete,sitter,swasant set,sittin da bakwai,kanaonokumamahiku,sysym vsv',rau caum xya,hatvanhet,sextiu og sjo,iri isii na asaa,innem a pulo ket pito,seasca a seacht,sewidak pitu,arvttelu,alpys zheti,hoksebbraampeir,mirongo itandatu na karindwi,sttasth vrsam jalim,67,siksti sevin,sest u heft,shest w hewt kes,altymysh zheti,hoksibechad,sexaginta septem,sesdesmit septini,ntuku motoba na nsambo,sesiasdesimt septyneri,nkaaga mu musanvu,siwenanzechzeg,sheeset i sedum,sttasthi,fito amby enim-polo,enam puluh tujuh,arupttiyel,sebgha u sittin,ono tekau ma whitu,sttavnn,67 sure.,sawmruk leh pasarih a ni,zharan doloo,khreakchykhunc,sttri,sekstisju,makumi asanu ndi limodzi mphambu zisanu ndi ziwiri,sathie,jaatamaa fi torba,wh shpyth,shst w hft,sessenta e sete,s'th s't,soqta chunka qanchisniyuq,saizeci si sapte,shest'desyat sem',onogafulu ma le fitu,sptsstih,seasgad 's a seachd,masometshela-supa,shezdeset sedam,mashome a tsheletseng a metso e supileng,makumi matanhatu nenomwe,sth st,haet htyi,sestdesiatsedem,sedeminsestdeset,toddoba iyo lixdan,genep puluh tujuh,sitini na saba,sextiosju,animnapu't pito,shastu khaft,arupttu elu,altmysh jide,arvai edu,ssan shew`aten,makume-nhungu-nkombo,altmis yedi,altmys yedi,aduosia nson,shistdesyat sim,str,i'tmash yette,oltmish yetti,sau muoi bay,chwe deg saith,amashumi amathandathu anesixhenxe,zyvn 'vn z'khtsyk,ogota-meje,amashumi ayisithupha nesikhombisa
sixty-eight,agt en sestig,gjashtedhjete e tete,slsa smnt,thmnyh wstwn,vat'sownowt',athssthi,suxta tunka llatunkani,altmis sekkiz,bi wooro ni seegin,hirurogeita zortzi,shests'dzesyat vosem,atstti,ad'sth ke ba,sezdeset osam,shestdeset i osem,seixanta-vuit,kan-uman ug walo,LiuShiBa,LiuShiBa,sessantottu,sezdeset osam,sedesat osm,otteogtres,ashdiha ash eve,ad'sth,sesdek ok,kuuskummend kaheksa,blaade vo enyi,animnapu't walo,kuusikymmentakahdeksan,soixante-huit,achtensechstich,sesenta e oito,samotsdarva,exinta okto,sesenta y ocho,athso,swasant-uit,sittin da takwas,kanaonokumamawalu,sysym vsmvnh,rau caum yim,hatvannyolc,sextiu og atta,iri isii na asato,innem a pulo ket walo,seasca a hocht,sewidak wolu,arvttemtu,alpys segiz,hoksebbraambei,mirongo itandatu n'umunani,aththasth vrsam jalim,68,siksti-eit,sest u hest,shest w hesht kes,altymysh segiz,hoksibepd,sexaginta octo,sesdesmit astoni,ntuku motoba na mwambe,sesiasdesimt astuoni,nkaaga mu munaana,siechzeg-aacht,sheeset i osum,ad'sthi,Valo amby enim-polo,enam puluh lapan,arupttiyett,tmienja u sittin,ono tekau ma waru,aththavnn,68 sure.,sawmruk leh pariat a ni,zharan naym,khreakchyrhc,atthsth,sekstiatte,makumi asanu ndi limodzi mphambu zisanu ndi zitatu,sathie,jaatamaa fi saddeet,th shpyth,shst w hsht,sessenta e oito,athahth,soqta chunka pusaqniyuq,saizeci si opt,shest'desyat vosem',onogafulu ma le valu,astsstih,seasgad 's a h-ochd,masometshela-seswai,shezdeset osam,mashome a tsheletseng a metso e robedi,makumi matanhatu nesere,thytlyhh,haet atyi,sestdesiatosem,oseminsestdeset,lixdan iyo siddeed,genep puluh dalapan,sitini na nane,sextioatta,animnapu't walo,shastu hasht,arupttettu,altmysh sigez,arvai enimidi,ssan shemonten `amet,makume-nhungu-nhungu,altmis sekiz,altmys sekiz,aduosia awotwe,shistdesyat visim,rsth,i'tmash sekkaz,oltmish sakkiz,sau muoi tam,chwe deg wyth,amashumi amathandathu anesibhozo,'akht 'vn z'khtsyk,ogota-mejo,amashumi ayisithupha nesishiyagalombili
sixty-nine,nege en sestig,gjashtedhjete e nente,slsa zet'eny,ts`h wstwn,vat'sowniny,unssthi,suxta tunka llatunkani,altmis doqquz,bi wooro ni kononton,hirurogeita bederatzi,shests'dzesyat dzevyats',unstti,unsth go ke ba,sezdeset devet,shestdeset i devet,seixanta-nou,kan-uman ug siyam,LiuShiJiu,LiuShiJiu,sessantanove,sezdeset i devet,sedesat devet,niogtres,ashdiha nuva eve,unsth,sesdek nau,kuuskummend uheksa,blaade vo enyi,animnapu't siyam,kuusikymmentayhdeksan,soixante-neuf,njoggenensechtich,sesenta e nove,samotsdatskhramet'i,exinta ennea,sesenta y nueve,ognsth,swasant nef,sittin da tara,kanaonokumaiwa,sysym vts',rau caum cuaj,hatvankilenc,sextiu og niu,iri isii na itoolu,innem a pulo ket siam,seasca a naoi,sewidak sanga,arvttombttu,alpys toghyz,hoksebbraambuon,mirongo itandatu n'icyenda,ekonsth vrsam jalim,69,siksti-nayn,sest u neh,shest w no,altymysh toguz,hoksibekoa,sexaginta novem,sesdesmit devini,ntuku motoba na libwa,sesiasdesimt devyni,nkaaga mu mwenda,siechzeg-neng,sheeset i devet,unsthi,Sivy amby enim-polo,enam puluh sembilan,arupttompt,disgha u sittin,ono tekau ma iwa,ekonpnnas,69 sure.,sawmruk leh pakua a ni,zharan es,khreakchykiu,unnsththi,seksti-ni,makumi asanu ndi limodzi mphambu zisanu ndi zinayi,sathie,jaatamaa fi sagal,nhh shpyth,shst w nh,sessenta e nove,unial,soqta chunka isqunniyuq,saizeci si noua,shest'desyat devyat',onosefulu ma le iva,nvsstih,seasgad 's a naoi,masometshela-senyane,shezdeset devet,mashome a tsheletseng a metso e robong,makumi matanhatu nepfumbamwe,dhi'y su',haet nvy,sestdesiatdevat,devetinsestdeset,lixdan iyo sagaal,genep puluh salapan,sitini na tisa,sextionio,animnapu't siyam,shastu nuh,arupttonptu,altmysh tugyz,arvai tommidi,ssan tsh`aten,makume-nhungu-nhungu,altmis dokuz,altmys dokuz,aduosia nkron,shistdesyat dev'yat',nysth,i'tmash twqquz,oltmish to'qqiz,sau muoi chin,chwe deg naw,amashumi amathandathu anesithoba,nyyn 'vn z'khtsyk,mokandinlogota,amashumi ayisithupha nesishiyagalolunye
seventy,sewentig,shtatedhjete,seba,sb`wn,yot'anasown,sttr,paqallqtunka,yetmis,biwolonfila,hirurogeita hamar,semdzesyat,sttr,sttr,sedamdeset,sedemdeset,setanta,kapitoan,QiShi,QiShi,settanta,sedamdeset,sedmdesat,halvfjerds,hathdhiha,sttr,sepdek,seitsekummend,blaadre,pitumpu,seitsemankymmenta,soixante-dix,santich,setenta,samotsdaati,evdominta,pokoipa,sitter,swasanndis,saba'in,kanahiku,shiv'iym,xya caum,hetven,sjotiu,iri asaa,pito a pulo,seachto,pitung puluh,eppttu,zhetpis,chetseb,mirongo irindwi,sttr,70,sevinti,hefte,heft,zhetimish,echadsib,septuaginta,septindesmit,ntuku nsambo,septyniasdesimt,nsanvu,siwwenzeg,sedumdeset,sttr,FITOPOLOLAHY,tujuh puluh,elupt,sebghin,whitu tekau,sttr,humphutra,sawmsarih,dalan,khuncchy,sttri,sytti,makumi asanu ndi awiri,sturi,torbaatama,wy,hftd,setenta,s'tr,qanchis chunka,saptezeci,sem'desyat,fitu sefulu,sptti,seachdad,masomesupa,sedamdeset,mashome a supileng,makumi manomwe,str,haettaev,sedemdesiat,sedemdeset,todobaatan,tujuh puluh,sabini,sjuttio,pitumpu,haftod,eluptu,jitmesh,debbai,seb`a,makumenkombo,yetmis,yetmis,aduoson,simdesyat,str,yetmash,yetmish,bay muoi,saith deg,Amashumi asixhenxe,zyv'tsyk,aadorin,amashumi ayisikhombisa
seventy-one,een-en-sewentig,shtatedhjete e nje,seba 'and,whd wsb`wn,yot'anasownmek,eksttr,paqallq tunka mayani,yetmis bir,bi wolonwula ni kelen,hirurogeita hamaika,semdzesyat adzin,ekattr,ekhttr ke ba,sedamdeset jedan,sedemdeset i edno,setanta-un,kapitoan ug usa,QiShiYi,QiShiYi,settanta unu,sedamdeset jedan,sedmdesat jedna,enoghalvfjerds,hathdhiha eke,ikhttr,sepdek unu,seitsekummend uks,blaadre vo deka,pitumpu't isa,seitsemankymmentayksi,soixante et onze,ienensantich,setenta e un,samotsdatertmet'i,evdominta ena,setenta y uno,sitter-ek,swasanndienn,saba'in da daya,kanahikukumakahi,sv'ym v'ht,xya caum ib,hetvenegy,sjotiu og einn,iri asaa na otu,pitopulo ket maysa,seachto a haon,pitung dasa siji,eppttomdu,zhetpis bir,chetsebmuoy.,mirongo irindwi na rimwe,ekhttr vrsam jalim,71,sevinti wan,hefte u yek,heft w yek,zhetimish bir,echadsibhnung,septuaginta unum,septindesmit viens,ntuku nsambo na moko,septyniasdesimt vienas,nsanvu mu emu,siwwenzeg-eent,sedumdeset i eden,ekhttri,iraika amby fitopolo,tujuh puluh satu,elupttiyonn,wiehed u sebghin,whitu tekau ma tahi,ekhttr,71 suba.,sawmsarih leh pakhat a ni,dalan neg,khuncchytc,sttri ek,syttien,makumi asanu ndi awiri mphambu chimodzi,sturi,torbaatamii tokko,yw wy,hftd w yk,setenta e um,s'tr i'k,qanchis chunka hukniyuq,saptezeci si unu,sem'desyat odin,fitugafulu ma le tasi,ekspttih,seachdad 's a h-aon,masomesupa-tee,sedamdeset jedan,mashome a supileng a motso o mong,makumi manomwe nerimwe,str hk,haettae ek,sedemdesiatjeden,enainsedemdeset,kow iyo toddobaatan,tujuh puluh hiji,sabini na moja,sjuttioen,pitumpu't isa,haftodu yak,elupttonru,jitmesh ber,debbai okti,seb`an haden 'yu.,makume-nkombo-n'we,yetmis bir,yetmis bir,aduoson baako,simdesyat odin,khtr,yetmash bar,yetmish bir,bay muoi mot,saith deg un,amashumi asixhenxe ananye,'yyn 'vn zyv'tsyk,adorin-okan,amashumi ayisikhombisa nanye
seventy-two,twee en sewentig,shtatedhjete e dy,seba hulet,thnn wsb`wn,yot'anasownerkow,baisttr,paqallq tunka payani,yetmis iki,bi wolonwula ni fila,hirurogeita hamabi,semdzesyat dva,bahattr,bhttr ke ba,sedamdeset dva,sedemdeset i dve,setanta-dos,kapitoan ug duha,QiShiEr,QiShiEr,settantadui,sedamdeset i dvije,sedmdesat dva,tooghalvfjerds,hathdhiha dhe meehunneve,bhttr,sepdek du,seitsekummend kaks,blaadre vo eve,pitumpu't dalawa,seitsemankymmentakaksi,soixante-douze,twaensantich,setenta e dous,samotsdatormet'i,evdominta dyo,setenta y dos,sitter,swasanndez,saba'in da biyu,kanahikukumalua,sv'ym vstyym,xya caum ob,hetvenketto,sjotiu og tveir,iri asaa na abuo,pitopulo ket dua,seachto a do,pitung puluh loro,epptterdu,zhetpis eki,chetsebpeir,mirongo irindwi na kabiri,bahttr,72,sevinti tu,hefte u du,heft w dww,zhetimish eki,echadsibsng,septuaginta duo,septindesmit divi,ntuku nsambo na mibale,septyniasdesimt du,nsanvu mu bibiri,siwwenzeg zwee,sedumdeset i dva,bhttr,roa amby fitopolo,tujuh puluh dua,elupttirnt,tnejn u sebghin,whitu tekau ma rua,bhattr,72 suba.,sawmsarih leh pahnih,dalan khoer,khuncchynhc,bhttr,syttito,makumi asanu ndi awiri mphambu ziwiri,sturi,torbaatamii lama,dwh wy,hftd w dw,setenta e dois,bh'tr,qanchis chunka iskayniyuq,saptezeci si doi,sem'desyat dva,fitugafulu ma le lua,dvaspttih,seachdad 's a dha,masomesupa-pedi,sedamdeset dva,mashome a supileng a metso e mmedi,makumi manomwe nembiri,bhtr,haettae dek,sedemdesiatdva,dvainsedemdeset,toddobaatan iyo laba,tujuh puluh dua,sabini na mbili,sjuttiotva,pitumpu't dalawa,haftodu du,elupttirntu,jitmesh ike,debbai remdu,seb`an klten,makume-nkombo-mbirhi,yetmis iki,yetmis iki,aduoson mmienu,simdesyat dva,khtr,yetmash i'akka,yetmish ikki,bay muoi hai,saith deg dau,amashumi asixhenxe anesibini,tsvey 'vn zyv'tsyk,mejilelaadorin,amashumi ayisikhombisa nambili
seventy-three,drie-en-sewentig,shtatedhjete e tre,seba sost,thlthh wsb`wn,yot'anasownerek',testtr,paqallq tunka kimsani,yetmis uc,bi wolonwula ni saba,hirurogeita hamahiru,semdzesyat try,tehattr,tehttr ke ba,sedamdeset tri,sedemdeset i tri,setanta-tres,kapitoan ug tulo,QiShiSan,QiShiSan,settanta tre,sedamdeset i tri,sedmdesat tri,treoghalvfjerds,hathdhiha thin meehunneve,tehttr,sepdek tri,seitsekummend kolm,blaadre vo eto,pitumpu't tatlo,seitsemankymmentakolme,soixante-treize,trijeensantich,setenta e tres,samotsdasami,evdominta tria,setenta y tres,tretter,swasannditwa,saba'in da uku,kanahikukumakolu,sv'ym vslvs,xya caum peb,hetvenharom,sjotiu og thrir,iri asaa na ato,pitopulo ket tallo,seachto a tri,pitung puluh telu,eppttmuru,zhetpis ush,chetsebbei,mirongo irindwi na gatatu,tehttr vrsam jalim,73,sevinti tri,hefte u se,heft w se,zhetimish uch,echadsibsam,septuaginta tres,septindesmit tris,ntuku nsambo na misato,septyniasdesimt trys,nsanvu mu ssatu,siwwenzeg-drai,sedumdeset i tri,tehttri,Fito-polo telo,tujuh puluh tiga,elupttimunn,tlieta u sebghin,whitu tekau ma toru,trehttr,73 sure.,sawmsarih leh pathum,dalan gurav,khuncchysum,tihttr,syttitre,makumi asanu ndi awiri mphambu zitatu,sturi,torbaatamii sadii,dre wy,hftd w sh,setenta e tres,s'tr-timn,qanchis chunka kimsayuq,saptezeci si trei,sem'desyat tri,fitugafulu ma le tolu,trispttih,seachdad 's a tri,masomesupa-tharo,sedamdeset tri,mashome a supileng a metso e meraro,makumi manomwe nematatu,tyhh ty,haettae tunyi,sedemdesiattri,triinsedemdeset,toddobaatan iyo saddex,tujuh puluh tilu,sabini na tatu,sjuttiotre,pitumpu't tatlo,haftodu se,elupttu munru,jitmesh och,debbai mudu,seb`an selesten 'yu.,makume-nkombo-nharhu,yetmis uc,yetmis uc,aduoson abiesa,simdesyat tri,thtr,yetmash i'uch,yetmish uch,bay muoi ba,saith deg tri,amashumi asixhenxe anesithathu,dryy 'vn zyv'tsyk,adorin-meta,amashumi ayisikhombisa nantathu
seventy-four,vier en sewentig,shtatedhjete e kater,seba 'arat,'rb`h wsb`wn,yot'anasownch'ors,causttr,paqallq tunka pusini,yetmis dord,bi wolonwula ni naani,hirurogeita hamalau,semdzesyat chatyry,cuy'attr,cauhttr ke ba,sedamdeset cetiri,sedemdeset i chetiri,setanta-quatre,kapitoan ug upat,QiShiSi,QiShiSi,settantaquattru,sedamdeset i cetiri,sedmdesat ctyri,74,hathdhiha hatharu meehunneve,cauhttr,sepdek kvar,seitsekummend neli,blaadre vo ene,pitumpu't apat,seitsemankymmentanelja,soixante-quatorze,fjouwerensantich,setenta e catro,samotsdatotkhmet'i,evdominta tessera,setenta y cuatro,cotter,swasanndikat,saba'in da hudu,kanahikukumaha,sv'ym v'rv',xya caum plaub,hetvennegy,sjotiu og fjorir,iri asaa na ano,pitopulo ket uppat,seachto a ceathair,pitung dasa papat,epptnalku,zhetpis tort,chetsebbuon,mirongo irindwi na kane,cohttr,74,sevinti-fo,hefte u car,heft w chwr,zhetimish tort,echadsibsi,septuaginta quattuor,septindesmit cetri,ntuku nsambo na minei,septyniasdesimt keturi,nsanvu mu bana,siwwenzeg-veier,sedumdeset i chetiri,cauhttri,fito-polo efatra,tujuh puluh empat,elupttinal,erbgha u sebghin,whitu tekau ma wha,cauhttr,74 suba.,sawmsarih leh pali,dalan dorov,khuncchyle,cauhttr,syttifire,makumi asanu ndi awiri mphambu anayi,sturi cari,torbaatamii afur,tslwr wy,hftd w chhr,setenta e quatro,cauh'tr,qanchis chunka tawayuq,saptezeci si patru,sem'desyat chetyre,fitugafulu ma le fa,ctuhspttih,seachdad 's a ceithir,masomesupa-nne,sedamdeset chetiri,mashome a supileng a metso e mene,makumi manomwe nemana,chwwyhtr,haettae htr,sedemdesiatstyri,stiriinsedemdeset,toddobaatan iyo afar,tujuh puluh opat,sabini na nne,sjuttiofyra,pitumpu't apat,haftodu chor,elupttu nanku,jitmesh durt,debbai nalugu,seb`an 'arba`ten 'yu.,makume nkombo mune,yetmis dort,yetmis dort,aduoson anan,simdesyat chotiri,chwhtr,yetmash tot,etmish to'rt,bay muoi bon,saith deg pedwar,amashumi asixhenxe anesine,fyr 'vn zyv'tsyk,adorin-merin,amashumi ayisikhombisa nane
seventy-five,vyf en sewentig,shtatedhjete e pese,seba 'amst,khmsh wsb`wn,yot'anasownhing,pmcattr,paqallq tunka phisqhani,yetmis bes,bi wolonwula ni duuru,hirurogeita hamabost,semdzesyat pyats',pmcattr,pchttr ke ba,sedamdeset pet,sedemdeset i pet,setanta-cinc,kapitoan ug lima,QiShiWu,QiShiWu,settantacinque,sedamdeset i pet,sedmdesat pet,femoghalvfjerds,hathdhiha fas meehunneve,pchttr da,sepdek kvin,seitsekummend viis,blaadre vo ato,pitumpu't lima,seitsemankymmentaviisi,soixante-quinze,fiifensantich,setenta e cinco,samotsdatkhutmet'i,evdominta pente,setenta y cinco,pmcoter,swasannkenz,saba'in da biyar,kanahikukumalima,sv'ym vhms,xya caum tsib,hetvenot,sjotiu og fimm,iri asaa na ise,pitopulo ket lima,seachto a cuig,pitung puluh lima,eppttaidu,zhetpis bes,chetsebbraam,mirongo irindwi na gatanu,pchttr vrsam jalim,75,sevinti fayv,hefte u penc,heft w penj,zhetimish besh,echadsibha,septuaginta quinque,septindesmit pieci,ntuku nsambo na mitano,septyniasdesimt penkeri,nsanvu mu ttaano,siwwenzeg fennef,sedumdeset i pet,pchttri,Dimy amby fito-,tujuh puluh lima,elupttiync,hamsa u sebghin,whitu tekau ma rima,pmcahttr,75 suba.,sawmsarih leh panga a ni,dalan tav,khuncchyna,pchttr,syttifem,makumi asanu ndi awiri mphambu zisanu,sturi,torbaatamii shan,pndzh wy,hftd w pnj,setenta e cinco,s'tr-pmjah,qanchis chunka pichqayuq,saptezeci si cinci,sem'desyat pyat',fitugafulu ma le lima,pncspttih,seachdad 's a coig,masomesupa-hlano,sedamdeset pet,mashome a supileng a metso e mehlano,makumi manomwe neshanu,pnjhh,haettaephyi,sedemdesiatpat,petinsedemdeset,shan iyo toddobaatan,tujuh puluh lima,sabini na tano,sjuttiofem,pitumpu't lima,haftodu panj,elupttaintu,jitmesh bish,debbai aidu,seb`an hamushten 'yu.,makume nkombo ntlhanu,yetmis bes,yetmis bas,aduoson nnum,simdesyat p'yat',pchhtr,yetmash besh,yetmish besh,bay muoi nam,saith deg pump,amashumi asixhengxe anesihlanu,fynf 'vn zyv'tsyk,adorin-marun,amashumi ayisikhombisa nanhlanu
seventy-six,ses en sewentig,shtatedhjete e gjashte,seba sdst,sth wsb`wn,yot'anasownvets',chy'sttr,paqallq tunka suxtani,yetmis alti,bi wolonwula ni wooro,hirurogeita hamasei,semdzesyat shests',chiy'attr,chhttr ke ba,sedamdeset sest,sedemdeset i shest,setanta-sis,kapitoan ug unom,QiShiLiu,QiShiLiu,settantasei,sedamdeset i sest,sedmdesat sest,seksoghalvfjerds,hathdhiha ha eve,chhttr,sepdek ses,seitsekummend kuus,blaadre vo ade,pitumpu't anim,seitsemankymmentakuusi,soixante-seize,seisentich,setenta e seis,samotsdatekvsmet'i,evdominta exi,setenta y seis,sitter-ch,swasanndisis,saba'in da shida,kanahikukumaono,sv'ym vss,xya caum-rau,hetvenhat,sjotiu og sex,iri asaa na isii,pitopulo ket innem,seachto a se,pitung dasa enem,eppttaru,zhetpis alty,chetsebbraammuoy.,mirongo irindwi na gatandatu,sttr vrsam jalim,76,sevinti siks,hefte u ses,heft w shesh,zhetimish alty,echadsibhok,septuaginta sex,septindesmit sesi,ntuku nsambo na motoba,septyniasdesimt seseri,nsanvu mu mukaaga,siwwenzeg-sechs,sedumdeset i shest,chiyahttri,fito-polo enina,tujuh puluh enam,elupttiyar,sitta u sebghin,whitu tekau ma ono,bhattr,76 sure.,sawmsarih leh paruk,dalan zurgaa,khuncchykhreak,chttr ch,syttiseks,makumi asanu ndi awiri mphambu zisanu ndi chimodzi,sathie,torbaatamii ja'a,wwh shpyth,hftd w shsh,setenta e seis,s'tr-che,qanchis chunka suqtayuq,saptezeci si sase,sem'desyat shest',fitugafulu ma le ono,st spttih,seachdad 's a sia,masomesupa-tshela,sedamdeset shest,mashome a supileng a metso e tsheletseng,makumi manomwe nematanhatu,chhyn,haettae hy,sedemdesiatsest,sestinsedemdeset,toddobaatan iyo lix,tujuh puluh genep,sabini na sita,sjuttiosex,pitumpu't anim,haftodu shash,elupttaru,jitmesh alty,debbai aru,seb`an shdushten,makume-nkombo-nhungu,yetmis alti,yetmis alty,aduoson nsia,simdesyat shist',chhhtr,yetmash i'lte,yetmish olti,bay muoi sau,saith deg chwech,amashumi asixhenxe anesithandathu,z'ks 'vn zyv'tsyk,merindinlogorin,amashumi ayisikhombisa nesithupha
seventy-seven,sewe en sewentig,shtatedhjete e shtate,seba sebat,sb`h wsb`wn,yot'anasownyot',satasttr,paqallq tunka paqallquni,yetmis yeddi,bi wolonwula ni wolonwula,hirurogeita hamazazpi,semdzesyat sem,satattr,sttahttr ke ba,sedamdeset sedam,sedemdeset i sedem,setanta-set,kapitoan ug pito,QiShiQi,QiShiQi,settantasette,sedamdeset i sedam,sedmdesat sedm,syvoghalvfjerds,hathdhiha hath meehunneve,sttahttr,sepdek sep,seitsekummend seitse,blaadre vo adre,pitumpu't pito,seitsemankymmentaseitseman,soixante-dix-sept,sanentweintich,setenta e sete,samotsdachvidmet'i,evdominta epta,setenta y siete,sitter,swasanndiset,saba'in da bakwai,kanahikukumahiku,sv'ym vsv',xya caum xya,hetvenhet,sjotiu og sjo,iri asaa na asaa,pitopulo ket pito,seachto a seacht,pitung dasa pitu,eppttelu,zhetpis zheti,chetsebbraampeir,mirongo irindwi na karindwi,sttr vrsam jalim,77,sevinti sevin,hefte u heft,heft w hewt kes,zhetimish zheti,echadsibechad,septuaginta septem,septindesmit septini,ntuku nsambo na nsambo,septyniasdesimt septyni,nsanvu mu musanvu,siwenanzwanzeg,sedumdeset i sedum,sttahttri,fito amby fitopolo,tujuh puluh tujuh,elupttiyel,sebgha u sebghin,whitu tekau ma whitu,bhattr,77 sure.,sawmsarih leh pasarih,dalan doloo,khuncchykhunc,sttri,syttisju,makumi asanu ndi awiri mphambu zisanu ndi ziwiri,sturi,torbaatamii torba,wwh wy,hftd w hft,setenta e sete,s'tr-s'tr,qanchis chunka qanchisniyuq,saptezeci si sapte,sem'desyat sem',fitugafulu ma le fitu,sptspttih,seachdad 's a seachd,masomesupa-supa,sedamdeset sedam,mashome a supileng a metso e supileng,makumi manomwe nenomwe,str,haettae htyi,sedemdesiatsedem,sedeminsedemdeset,todobaatan iyo todobaatan,tujuh puluh tujuh,sabini na saba,sjuttiosju,pitumpu't pito,haftodu haft,elupttelu,jitmesh jide,debbai edu,seb`an shew`aten,makume nkombo nkombo,yetmis yedi,yetmis yedi,aduoson nson,simdesyat sim,str,yetmash yette,yetmish yetti,bay muoi bay,saith deg saith,amashumi asixhenxe anesixhenxe,zyvn 'vn zyv'tsyk,adorin-meje,amashumi ayisikhombisa nesikhombisa
